"","pitch_type","whiff","swing","estimated_woba_using_speedangle","release_speed","pfx_x","pfx_z"
"540","FC",0,1,NA,85.7,0.15,0.7
"541","CU",0,1,NA,79.1,0.78,-1.2
"542","FC",0,0,NA,85.7,0.68,0.28
"543","SL",0,1,0.551,82.7,1.3,0.02
"544","SL",0,1,NA,89.1,0.16,0.23
"545","CU",0,0,NA,74.5,1.68,-0.54
"546","SL",0,0,NA,88.3,-0.19,0.25
"547","SL",0,1,0.283,85.6,0.06,0.13
"548","CU",0,0,NA,76.5,0.8,-1.19
"549","FC",0,1,NA,93.8,0.27,1.17
"550","CU",0,0,NA,80.2,0.97,0.62
"551","SV",0,1,0.226,80.4,1.5,-0.04
"552","CU",0,1,NA,78.8,1.03,-1.12
"553","SL",0,0,NA,90.1,0.16,0.26
"554","SV",0,0,NA,84.6,1.39,0.02
"555","FC",0,1,0.076,89.9,0.24,1.04
"556","KC",0,1,NA,78.1,1.14,-0.9
"557","FC",0,1,0.377,87.4,0.39,0.89
"558","SL",0,1,0.134,87.4,0.47,0.53
"559","SL",0,0,NA,86.7,0.55,0.17
"560","CU",1,1,NA,80.1,0.93,0.74
"561","SL",0,0,NA,87.4,0.45,-0.18
"562","SL",0,0,NA,87.6,0.21,0.16
"563","FC",0,1,0.885,84.7,0.12,0.62
"564","FC",0,0,NA,91.7,0.2,0.74
"565","CU",1,1,NA,85.4,0.48,-0.76
"566","SV",0,0,NA,85,1.2,0.11
"567","KC",0,0,NA,78.3,1.07,-0.99
"568","CU",0,0,NA,73.4,1.28,-1.07
"569","SL",0,0,NA,90,0.16,1.02
"570","SV",0,1,0.595,78.6,1.41,-0.34
"571","FC",0,0,NA,81.7,0.55,-0.7
"572","FC",1,1,NA,87.9,-0.36,0.4
"573","KC",0,1,NA,81.1,0.5,-1.62
"574","FC",0,0,NA,93,0.39,1.03
"575","SL",1,1,NA,80.7,1.18,0.37
"576","FC",0,0,NA,88.9,0.25,1.15
"577","SL",0,1,NA,83.8,0.42,0.49
"578","KC",0,0,NA,77,0.99,-0.97
"579","CU",0,0,NA,80.5,0.38,0.55
"580","SL",0,0,NA,86.8,0.25,0.39
"581","FC",0,1,NA,89.5,0.25,0.82
"582","CU",0,0,NA,72,1.33,-1.1
"583","KC",0,0,NA,78.6,0.4,-1.56
"584","FC",1,1,NA,85,0.75,0.36
"585","FC",0,0,NA,91,0.39,0.61
"586","FC",0,1,0.159,93.2,0.58,0.7
"587","CU",0,0,NA,79.9,0.86,-1.43
"588","FC",0,1,NA,86.8,0.67,0.32
"589","FC",0,0,NA,85.2,0.49,0.77
"590","FC",0,0,NA,89.9,0.42,0.94
"591","SL",0,0,NA,89.1,0.3,0.18
"592","FC",0,0,NA,87.7,-0.12,1.04
"593","SL",0,0,NA,84.3,0.34,0.17
"594","SL",0,0,NA,86.9,0.09,0.01
"595","FC",0,1,0.328,87.2,0.23,0.48
"596","FC",0,1,0.049,88.6,0.29,0.73
"597","SL",0,1,0.671,86.5,0.14,0.32
"598","SL",0,0,NA,85.6,0.13,0.45
"599","CU",0,0,NA,76.5,0.8,-1.55
"600","CU",0,0,NA,83.8,0.13,-0.96
"601","SL",0,0,NA,83.8,0.45,0
"602","KC",0,0,NA,80.4,0.97,-1.09
"603","FC",0,1,NA,89.4,0.28,0.9
"604","SL",0,0,NA,81.2,0.33,0.16
"605","CU",0,1,NA,81.4,0.93,-0.74
"606","SL",0,0,NA,89.9,0.2,0.93
"607","SL",0,0,NA,84.4,0.11,0.95
"608","SL",0,0,NA,86.7,-0.04,0.08
"609","FC",0,1,NA,89.5,0.44,0.52
"610","FC",0,1,NA,89.3,0.4,0.94
"611","KC",0,1,0.16,89.8,-0.17,-0.37
"612","SL",0,0,NA,87.2,0.3,0.04
"613","FC",0,1,NA,95.1,0.3,0.87
"614","SL",0,1,0.013,87.7,-0.02,0.45
"615","FC",0,1,0.145,85.1,0.22,1.07
"616","KC",0,0,NA,80.3,0.17,-1.68
"617","SL",0,0,NA,89.6,-0.11,0.53
"618","FC",0,1,NA,85.5,0.53,0.51
"619","SV",0,0,NA,84.8,0.75,-0.61
"620","FC",0,0,NA,89.2,0.24,0.99
"621","FC",0,0,NA,87.6,-0.04,0.79
"622","SL",0,0,NA,91.6,0.05,0.41
"623","CU",0,1,0.236,78.5,0.98,-1.5
"624","SV",0,1,NA,77.2,1.9,-0.29
"625","FC",0,1,NA,90,0.05,1.03
"626","CU",0,1,0.473,72.6,1.49,-0.99
"627","CU",0,0,NA,74.3,1.24,-1.02
"628","SL",0,1,0.26,80.7,0.17,0.08
"629","SL",0,0,NA,81.6,1.2,-0.23
"630","SL",1,1,NA,88.9,0.7,0.46
"631","CU",0,0,NA,80.7,0.48,1.12
"632","SV",0,0,NA,77.8,1.98,-0.16
"633","CU",0,1,NA,72.3,1.09,-0.97
"634","FC",0,0,NA,84.6,0.23,0.71
"635","KC",0,0,NA,82.9,0.51,-1.07
"636","FC",0,0,NA,87.8,0.35,0.83
"637","CU",0,0,NA,76.9,1.37,-1.11
"638","FC",1,1,NA,88.8,0.27,0.91
"639","SL",0,1,0.042,87.3,0.69,0.02
"640","FC",0,0,NA,87.7,-0.16,0.4
"641","SL",0,1,NA,84.1,0.38,-0.06
"642","SL",1,1,NA,90.2,0.18,0.22
"643","SL",0,0,NA,90.2,-0.1,0.65
"644","SV",0,1,0.093,80.3,1.51,-0.24
"645","SL",0,0,NA,78.7,1.11,-0.22
"646","SL",0,0,NA,84.4,0.41,0.05
"647","SL",0,0,NA,82.9,0.06,0.1
"648","FC",0,1,NA,89.5,-0.09,0.45
"649","SL",1,1,NA,81.8,0.73,0.14
"650","CU",0,0,NA,78.5,0.54,-1.49
"651","KC",0,1,NA,81.7,0.24,-1.45
"652","CU",0,1,0.799,77.2,0.87,-1.2
"653","SL",1,1,NA,83.6,0.3,0.15
"654","SL",0,1,0.031,87.2,0.06,0.02
"655","FC",0,0,NA,94.1,0.44,1.01
"656","CU",0,0,NA,74.1,1.4,-0.95
"657","SL",1,1,NA,79.1,0.47,-0.21
"658","FC",0,0,NA,85.3,0.5,0.65
"659","SV",0,0,NA,78.9,1.67,-0.46
"660","SL",0,1,NA,90.4,0.58,0.56
"661","FC",1,1,NA,85.6,0.78,0.24
"662","SL",0,1,NA,82.1,0.03,0.29
"663","KC",1,1,NA,82.9,0.43,-1.02
"664","CU",0,0,NA,73,1.16,-1.26
"665","SL",0,1,0.621,85.5,0.04,0.49
"666","FC",0,1,NA,85.3,-0.08,0.41
"667","SL",0,0,NA,87.5,0.54,-0.2
"668","CU",0,0,NA,76.3,0.97,-1.4
"669","FC",1,1,NA,88.3,0.18,0.67
"670","SL",0,0,NA,89.2,0.34,-0.04
"671","SL",0,1,0.157,86.5,0.54,-0.14
"672","SL",0,0,NA,83.8,0.33,0.83
"673","SL",0,0,NA,87.8,0.52,-0.36
"674","CU",0,0,NA,73.3,1.02,-1.01
"675","FC",0,0,NA,89.6,0.03,1.04
"676","FC",1,1,NA,88.4,-0.15,1.23
"677","SL",0,0,NA,89.9,-0.01,0.56
"678","SL",0,1,0.573,83.8,0.32,0.16
"679","SL",0,0,NA,91.7,0.32,0.29
"680","CU",0,0,NA,76.3,0.94,-1.37
"681","SL",0,0,NA,86.8,0.52,0.26
"682","FC",0,0,NA,88.5,-0.09,1.12
"683","SL",0,0,NA,80.6,1.26,-0.11
"684","CU",0,0,NA,78.6,0.86,0.25
"685","SL",0,1,0.663,90.1,0.27,0.07
"686","CU",0,1,NA,82,0.84,-1.31
"687","SL",0,1,NA,76.9,0.3,-0.32
"688","SL",0,1,0.179,80,1.02,0.34
"689","SL",0,1,0.147,89.1,0.2,0.38
"690","SL",1,1,NA,86.2,-0.45,0.04
"691","FC",0,0,NA,85.7,0.21,0.62
"692","FC",0,0,NA,88.3,0.31,0.65
"693","SL",0,1,NA,83.9,1.18,0.21
"694","SL",0,1,1.619,90.4,0.09,0.82
"695","CU",0,0,NA,76.6,0.62,-1.4
"696","CU",0,1,NA,71,0.97,-0.92
"697","CU",0,0,NA,79.1,1.08,0.18
"698","SL",0,0,NA,81.2,0.11,-0.02
"699","SL",0,1,NA,88.1,0.08,0.12
"700","SL",1,1,NA,89.3,-0.2,0.66
"701","SL",0,0,NA,90.8,0.4,0.28
"702","SL",0,0,NA,82.7,0.15,0
"703","FC",1,1,NA,87.8,0.58,0.58
"704","SL",1,1,NA,85.1,0.62,0.39
"705","CU",0,0,NA,81.5,0.78,-1.17
"706","SL",0,1,0.095,88.9,0.39,0.16
"707","SL",1,1,NA,80.8,0.02,0.08
"708","SL",1,1,NA,86.8,0.16,0.4
"709","SL",0,0,NA,84.3,-0.21,-0.07
"710","CU",0,0,NA,83.5,0.52,-0.52
"711","FC",0,1,0.015,91.7,0.45,0.85
"712","SL",0,0,NA,90,0.38,0.62
"713","SL",0,0,NA,84.5,1.09,0.12
"714","CU",0,0,NA,70.8,0.98,-0.87
"715","SL",0,0,NA,86.5,0.08,0.13
"716","FC",0,1,0.014,85.6,0.24,0.89
"717","SL",0,0,NA,86.4,0.12,0.14
"718","FC",0,0,NA,95.2,0.19,1.08
"719","FC",0,0,NA,88.6,-0.29,1.27
"720","SL",0,1,0.239,86.2,0.02,0.16
"721","SL",0,1,0.013,84.6,0.27,0.41
"722","FC",0,1,NA,86.8,-0.19,0.29
"723","FC",1,1,NA,88.9,0.45,0.73
"724","SL",1,1,NA,89,0.22,0.05
"725","SL",0,1,0.368,89.9,0.61,0.37
"726","SL",0,0,NA,80.7,1.18,0.29
"727","KC",0,1,NA,83.7,0.4,-0.94
"728","SL",0,1,0.228,80.6,1.77,-0.29
"729","SL",0,0,NA,87,0.38,0.18
"730","SL",0,0,NA,76.5,0.36,-0.1
"731","SV",0,0,NA,81.3,1.39,-0.25
"732","FC",0,1,NA,86.7,-0.16,0.79
"733","SL",0,1,NA,88.7,0.12,0.39
"734","CU",0,1,0.05,76.3,0.22,-1.76
"735","FC",0,1,0.69,81.8,0.32,-0.39
"736","SL",1,1,NA,91.3,-0.42,0.32
"737","SL",0,0,NA,87,0.75,-0.26
"738","CU",0,1,0.093,86.6,0.58,0.2
"739","SL",1,1,NA,88.3,0.59,0.31
"740","FC",0,1,0.685,91.4,0.3,0.81
"741","SL",0,0,NA,86.5,0.25,0.19
"742","SL",0,1,NA,86.1,0.43,0.07
"743","SL",0,1,NA,86.7,0.44,0.51
"744","SL",0,0,NA,87.8,0.17,0.21
"745","SL",0,0,NA,80.5,1.69,-0.42
"746","CU",0,1,0.134,80.3,0.16,-0.48
"747","SL",1,1,NA,82.5,0.87,0.6
"748","CU",0,0,NA,81.3,0.94,0.35
"749","SL",0,1,NA,87,0.36,0.86
"750","SL",0,1,NA,84.8,0.04,-0.16
"751","SV",0,0,NA,81.1,1.51,-0.17
"752","FC",1,1,NA,87.5,-0.71,0.32
"753","SL",0,0,NA,90.8,0.11,0.33
"754","SL",1,1,NA,84,0.49,0.13
"755","SL",0,0,NA,81,0.37,0.21
"756","FC",1,1,NA,87.4,-0.01,0.69
"757","SL",1,1,NA,82.3,0.46,-0.22
"758","SL",0,0,NA,86.8,0.03,0.38
"759","SL",0,0,NA,86,0.54,-0.47
"760","SL",0,0,NA,87.7,0.67,0.41
"761","FC",0,1,NA,87.9,-0.4,1.4
"762","SL",0,0,NA,83.6,-0.48,-0.08
"763","SL",0,1,NA,86.3,0.22,0.08
"764","FC",0,1,NA,88.3,-0.13,0.86
"765","SL",0,1,0.223,82.7,0.8,0.61
"766","SL",1,1,NA,89.1,0.38,0.3
"767","FC",0,0,NA,87.3,0.13,0.68
"768","SL",1,1,NA,91.1,0.63,0.67
"769","SL",0,1,0,83.6,0.64,0.58
"770","CU",0,0,NA,75.7,0.68,-1.59
"771","FC",1,1,NA,88.4,-0.06,0.78
"772","SL",0,0,NA,91.6,-0.36,0.6
"773","FC",0,0,NA,87.3,0.24,0.86
"774","SV",0,0,NA,85.4,0.92,0.5
"775","CU",0,0,NA,81.9,0.11,-0.88
"776","SL",0,0,NA,83.3,0.55,0.46
"777","SL",1,1,NA,84.5,0.2,0.12
"778","SL",0,1,NA,90.5,0.61,0.25
"779","FC",0,1,NA,88.5,-0.35,1.07
"780","CU",1,1,NA,76.3,0.53,-1.6
"781","FC",1,1,NA,87,0.28,0.91
"782","SL",0,1,NA,86.8,0.38,0.3
"783","SV",0,1,0.189,79.2,1.59,-0.1
"784","KC",0,0,NA,82.1,0.37,-1.4
"785","SL",0,0,NA,84.9,-0.76,0.14
"786","CU",1,1,NA,82.6,1.57,-0.85
"787","FC",0,0,NA,92.1,0.41,0.68
"788","SL",0,1,0.003,80.2,0.01,0.25
"789","FC",0,1,NA,88.7,-0.3,0.64
"790","SL",0,0,NA,80.5,1.85,-0.17
"791","SL",1,1,NA,85.2,0.11,0.18
"792","SL",0,1,0.46,85.5,0.1,0.33
"793","CU",0,0,NA,75.5,0.91,-0.84
"794","CU",1,1,NA,87.7,0.75,0.03
"795","SL",0,0,NA,86.4,0.43,-0.56
"796","FC",0,0,NA,88.8,0.3,0.72
"797","SL",0,0,NA,82.2,1.06,0.74
"798","FC",0,0,NA,93.6,0.33,0.59
"799","SL",0,0,NA,90.7,0.59,0.26
"800","SL",0,0,NA,80.4,0.61,0.39
"801","SL",1,1,NA,88.8,0.56,0.18
"802","SL",0,0,NA,83.2,0.99,0.46
"803","SL",1,1,NA,86.2,0.21,0.3
"804","SL",0,0,NA,81.1,1.88,-0.22
"805","SL",0,0,NA,85.5,0.27,0.21
"806","SL",0,1,NA,86.7,0.1,0.6
"807","CU",0,1,0.429,80.5,1.15,-0.48
"808","SL",0,1,NA,91.9,0.44,0.29
"809","CU",0,0,NA,80.5,0.8,0.59
"810","SL",0,1,0.492,86.7,0.37,0.53
"811","FC",0,0,NA,87.7,0,0.71
"812","SL",1,1,NA,90.8,-0.03,0.61
"813","SL",0,0,NA,84.1,1.26,-0.14
"814","FC",0,1,0.232,87,0.04,0.52
"815","CU",0,1,NA,82.1,-0.1,-0.86
"816","SL",1,1,NA,85.3,0.37,0.03
"817","FC",0,1,0.446,89.4,-0.36,1.24
"818","CU",0,0,NA,82.7,0.83,-0.81
"819","SV",0,0,NA,85.4,1.22,0.03
"820","FC",0,0,NA,86.5,0.43,0.53
"821","SL",0,1,0.276,88.9,0.33,0.74
"822","CU",0,1,NA,77.5,1.11,-1.48
"823","FC",0,0,NA,88.1,0.64,0.36
"824","FC",0,1,0.295,87.9,0.52,0.08
"825","CU",0,0,NA,79.7,1.12,-1.43
"826","CU",0,1,NA,81,1.32,-0.94
"827","SL",1,1,NA,87.5,0.15,0.08
"828","SL",0,0,NA,80.5,0.07,0.24
"829","SL",1,1,NA,86.6,0.19,0.23
"830","FC",0,0,NA,88.4,-0.27,0.56
"831","SL",0,1,NA,86.5,0.26,0.04
"832","CU",0,0,NA,75.5,0.82,-1.59
"833","FC",0,1,0.179,88.3,0.17,0.8
"834","FC",0,1,NA,86.1,0.15,1.06
"835","SL",0,1,NA,84.2,0.84,0.64
"836","SL",0,0,NA,88.6,0.28,0
"837","FC",0,0,NA,91.4,0.3,0.48
"838","FC",0,1,NA,88.3,-0.15,1.19
"839","SV",0,0,NA,84,1.47,0.16
"840","SL",0,0,NA,87.7,0.41,-0.44
"841","FC",0,0,NA,86.2,0.73,-0.03
"842","FC",0,0,NA,90.2,0.17,-0.07
"843","SL",0,1,NA,88.5,0.53,0
"844","CU",0,1,0.098,83.5,0.35,-0.62
"845","SL",0,0,NA,84,0.96,-0.07
"846","KC",0,1,0.248,84.6,1.01,-0.32
"847","FC",0,0,NA,88.1,0.43,0.32
"848","SL",0,0,NA,91.7,0.05,0.88
"849","SL",0,1,NA,89.6,0.5,0.48
"850","SL",0,1,NA,84.6,0.4,0.2
"851","SL",0,0,NA,90.8,0.32,0.38
"852","SL",0,0,NA,80.8,1.6,-0.39
"853","SL",0,0,NA,86.1,0.35,0.48
"854","CU",0,1,NA,76,0.91,-1.62
"855","SL",1,1,NA,85.9,-0.24,-0.07
"856","CU",1,1,NA,87.5,0.16,-0.71
"857","SL",0,1,NA,87.5,0.93,-0.01
"858","SL",0,0,NA,86.3,0.41,0.2
"859","SL",0,1,NA,86.3,0.15,0.08
"860","FC",0,1,NA,87.7,0.4,0.18
"861","SL",0,1,NA,84.8,0.02,0.45
"862","SL",1,1,NA,81.2,0.69,0.47
"863","SL",0,1,NA,90.7,0.25,0.25
"864","SL",0,0,NA,84.7,-0.26,-0.16
"865","SL",0,0,NA,86.5,-0.24,0.42
"866","SV",0,0,NA,84.7,1.56,-0.02
"867","SL",0,1,NA,88.4,-0.36,0.4
"868","FC",0,0,NA,81.4,0.32,-0.47
"869","SL",0,1,0.716,83,0.39,-0.38
"870","SL",0,0,NA,79.2,-0.06,0.13
"871","KC",1,1,NA,88.4,0.08,-0.29
"872","FC",0,1,0.486,93.7,0.2,0.58
"873","FC",1,1,NA,85.9,0.31,0.45
"874","FC",0,0,NA,91.1,0.07,-0.11
"875","SL",0,0,NA,83.5,0.31,-0.09
"876","FC",0,1,NA,90.1,0.26,0.98
"877","SL",0,0,NA,86.9,1.42,0.06
"878","SL",1,1,NA,87.8,0.58,-0.16
"879","SL",1,1,NA,86.2,0.41,0.11
"880","SL",0,1,0.587,86.7,0.23,0.46
"881","SL",1,1,NA,87.4,0.6,-0.42
"882","SV",0,0,NA,78.9,1.62,0.01
"883","CU",0,1,NA,76.3,0.39,-1.55
"884","CU",1,1,NA,79.8,0.81,0.4
"885","SL",1,1,NA,83.1,0.9,0.35
"886","SL",0,0,NA,87.5,0.6,-0.18
"887","SL",0,1,0.269,84.1,0.86,-0.31
"888","SL",1,1,NA,82,0.79,0.21
"889","FC",0,0,NA,87.8,0.13,0.65
"890","SL",1,1,NA,85.9,0.52,-0.33
"891","FC",0,1,NA,89.2,0.38,1.05
"892","SL",0,0,NA,82.6,0.44,-0.21
"893","SL",0,0,NA,81.6,0.88,0.06
"894","CU",0,0,NA,76.1,0.28,-1.6
"895","SL",1,1,NA,82.1,0.59,0.2
"896","SL",0,0,NA,83.1,-0.45,-0.22
"897","CU",0,1,0.22,82.2,0.97,-0.24
"898","SL",0,1,0.014,82.3,0.79,0.29
"899","FC",0,1,0,93.2,0.14,1.42
"900","SL",0,0,NA,84.1,-0.18,0.41
"901","SL",1,1,NA,87.1,0.18,0.07
"902","SL",1,1,NA,87.6,0.44,0.25
"903","FC",0,1,NA,90.9,0.16,0.52
"904","CU",1,1,NA,77.1,0.81,-1.28
"905","SL",0,1,0.049,85.9,1.07,0.35
"906","SL",0,0,NA,86.4,0.1,0.31
"907","SL",0,0,NA,85.2,0.86,0.13
"908","SL",0,0,NA,81.8,1.75,-0.21
"909","SL",0,0,NA,82.4,0.79,0.26
"910","SL",0,0,NA,87.1,0.06,0.6
"911","SL",0,1,NA,89.4,0.38,-0.21
"912","KC",0,0,NA,78.4,1.37,-0.88
"913","CU",0,0,NA,80.8,0.82,-1.39
"914","SL",0,1,NA,91.8,0.48,0.55
"915","FC",0,0,NA,81.9,0.39,-0.19
"916","SL",0,0,NA,84.3,0.15,0.18
"917","SL",0,0,NA,89.3,1.09,-0.33
"918","SL",0,1,0.411,80.2,0.44,-0.34
"919","FC",0,1,0.098,88.6,0.53,0.18
"920","SL",0,1,NA,85,0.55,0.03
"921","SL",1,1,NA,86.7,0.55,0.1
"922","SL",0,1,NA,86.2,0.15,0.62
"923","SL",0,0,NA,87.1,0.89,0.59
"924","FC",0,0,NA,88.4,-0.42,0.29
"925","FC",0,1,NA,86.4,0.36,0.45
"926","SL",0,0,NA,74.3,0.24,-0.04
"927","FC",0,1,NA,84.5,0.47,0.89
"928","SL",1,1,NA,87.9,1.17,0.56
"929","SL",0,0,NA,79.6,0.09,0.25
"930","SL",0,1,0.824,88.4,0.49,-0.2
"931","FC",0,0,NA,86.6,0.09,0.57
"932","SL",0,0,NA,83,0.18,-0.02
"933","SL",0,0,NA,86.8,0.17,0.46
"934","SL",0,0,NA,81,0.88,-0.14
"935","SL",0,0,NA,83.2,0.48,0
"936","SL",0,1,NA,82.1,0.57,0.15
"937","SL",0,0,NA,85.1,0.13,0.41
"938","SL",0,0,NA,83.2,0.52,-0.19
"939","SL",0,0,NA,79.1,1.76,-0.25
"940","FC",0,0,NA,87.9,-0.25,0.58
"941","CU",1,1,NA,76.7,1.86,-0.16
"942","SL",0,0,NA,87.1,0.39,0.16
"943","CU",0,0,NA,76.2,0.63,-1.48
"944","SL",0,0,NA,81.6,0.75,0.23
"945","KC",0,0,NA,81.2,0.27,-1.42
"946","SL",0,0,NA,84.4,0.63,0.04
"947","SL",0,1,0.352,88.3,0.22,0.53
"948","FC",0,0,NA,91.3,0.02,1.18
"949","CU",1,1,NA,86.7,0.37,-0.82
"950","CU",0,1,0.008,83.2,0.89,0.28
"951","SL",0,1,NA,91.6,0.06,0.03
"952","SL",1,1,NA,81,1.04,0.03
"953","CU",0,0,NA,80,0.71,0.31
"954","SL",0,0,NA,88.1,0.35,1.1
"955","FC",0,0,NA,87,0.27,0.81
"956","CU",0,0,NA,78.5,0.92,-1.26
"957","CU",0,0,NA,78.1,0.68,-1.22
"958","SL",0,1,NA,85.4,0.06,-0.02
"959","FC",0,1,0.188,87.5,0.33,-0.11
"960","KC",0,0,NA,83.2,1.74,-0.32
"961","FC",1,1,NA,93.9,0.15,1.09
"962","SL",0,0,NA,81.6,0.47,0.32
"963","FC",0,0,NA,92.8,0.22,1.2
"964","CU",0,1,0.036,83.7,0.65,-0.91
"965","SL",0,0,NA,85,0.42,0.26
"966","SL",0,0,NA,80.7,0.55,0.75
"967","CU",1,1,NA,89.1,0.34,-0.78
"968","FC",0,0,NA,87.1,-0.48,1.25
"969","KC",0,0,NA,82.2,0.07,-1.27
"970","SL",0,0,NA,89.2,0.22,0.29
"971","SL",1,1,NA,87.4,0.54,0.22
"972","SL",0,0,NA,81.3,0.62,0.28
"973","FC",0,0,NA,91.8,0.26,0.74
"974","CU",0,0,NA,74.7,0.22,-1.67
"975","FC",0,0,NA,89.1,0.14,0.87
"976","FC",0,0,NA,92.5,0.5,1.1
"977","SL",0,0,NA,87.1,0.23,1.06
"978","CU",0,1,NA,75.1,1.51,0.38
"979","FC",0,0,NA,90,0.09,-0.27
"980","SL",0,1,NA,82.7,0.45,0.51
"981","SL",1,1,NA,85.2,0.41,-0.03
"982","FC",0,0,NA,93,0.08,0.93
"983","CU",0,0,NA,82.3,1.58,-1.16
"984","FC",0,1,NA,89.1,0.43,0.27
"985","SL",0,0,NA,83.5,0.43,-0.19
"986","SL",0,0,NA,82.3,0.22,-0.08
"987","SL",1,1,NA,81.3,0.76,0.11
"988","FC",1,1,NA,85.7,0.25,0.84
"989","SL",0,0,NA,89.8,0.69,0.2
"990","CU",1,1,NA,75.3,1.66,-0.03
"991","SL",0,1,0.09,86.9,0.72,0.58
"992","SL",0,1,0,81.2,0.13,0.02
"993","KC",0,0,NA,80,1.07,-0.98
"994","SL",0,1,NA,86.9,0.03,0.34
"995","SL",0,0,NA,84.1,-0.47,-0.21
"996","SL",0,0,NA,80.2,0.3,0.27
"997","SL",0,0,NA,88.3,0.5,0.68
"998","CU",0,0,NA,80,0.38,0.26
"999","SL",0,0,NA,81.8,0.67,0.52
"1000","SL",0,1,NA,89.2,0.12,0.7
"1001","SL",0,0,NA,88,0.77,0.38
"1002","SL",0,0,NA,86.5,0.38,-0.24
"1003","FC",1,1,NA,85.5,0.23,0.94
"1004","FC",0,1,0.234,89.8,0.1,0.74
"1005","SL",0,1,NA,86.5,0.48,0.27
"1006","SL",1,1,NA,81.3,0.88,0.13
"1007","SL",0,0,NA,86.1,0.3,-0.17
"1008","FC",0,0,NA,87.5,-0.2,1.19
"1009","SL",0,0,NA,84.4,0.26,0.1
"1010","FC",1,1,NA,88.1,0,0.74
"1011","SL",0,0,NA,90.7,0.42,0.46
"1012","SL",1,1,NA,82.2,0.07,0.25
"1013","SL",0,0,NA,85.5,0.23,0.62
"1014","SL",1,1,NA,86.6,0.29,0.52
"1015","FC",0,1,0.804,85.3,0.27,0.59
"1016","SL",0,0,NA,86.6,0.11,0.21
"1017","FC",0,1,0.815,90.9,0.25,0.47
"1018","SL",0,0,NA,86.3,0.45,-0.6
"1019","CU",0,0,NA,75.5,1.58,-0.19
"1020","CU",0,0,NA,80.3,0.75,-1.36
"1021","SL",0,0,NA,87.5,-0.05,0.35
"1022","CU",0,0,NA,81.6,0.77,-1.45
"1023","SL",1,1,NA,89.2,0.49,0.4
"1024","CU",0,1,0.548,80.6,0.45,-0.7
"1025","FC",0,0,NA,88.5,0.56,0.23
"1026","FC",0,0,NA,92.3,0.24,0.93
"1027","SL",0,0,NA,90.6,0.15,0.76
"1028","SL",0,0,NA,82.3,0.02,0.1
"1029","CU",0,0,NA,81,0.57,-0.77
"1030","SL",0,0,NA,82.9,0.1,-0.02
"1031","SL",1,1,NA,84.3,0.42,0
"1032","SL",0,0,NA,87.8,0.57,-0.1
"1033","SL",1,1,NA,89,0.54,0.22
"1034","SL",0,1,NA,88.4,0.23,0.46
"1035","FC",0,0,NA,89.2,0.47,0.84
"1036","SL",0,0,NA,80.4,1.71,-0.35
"1037","SL",1,1,NA,87.9,0.52,0.84
"1038","SL",0,0,NA,85.4,1.31,0.27
"1039","SL",1,1,NA,81,1.24,0.41
"1040","SL",0,0,NA,91,-0.24,0.41
"1041","SL",0,1,NA,83.1,-0.29,0.37
"1042","SL",0,0,NA,86.2,0.36,0.21
"1043","CU",0,0,NA,77.5,1.37,-0.64
"1044","SL",0,1,0.219,84.5,0.27,0.21
"1045","SL",0,1,NA,88.6,0.43,0.45
"1046","SL",0,0,NA,84.6,0.45,0.17
"1047","SL",0,0,NA,87,0.99,0.76
"1048","SL",1,1,NA,87.2,0.58,-0.36
"1049","CU",0,1,0.409,80.2,0.83,0.23
"1050","SL",1,1,NA,82.2,0.36,0.21
"1051","SL",0,0,NA,90.3,-0.37,0.5
"1052","SL",0,0,NA,86.2,1.14,-0.01
"1053","FC",0,1,NA,88.5,0.26,0.55
"1054","SL",0,1,0.176,81.9,1.65,-0.41
"1055","SL",0,1,NA,84.9,-0.28,0.6
"1056","FC",0,1,0.065,88.2,0.51,0.5
"1057","SL",0,1,NA,89.2,0.45,0.13
"1058","SL",1,1,NA,87.9,0.69,-0.09
"1059","SL",0,1,NA,86.6,-0.15,0.59
"1060","CU",0,0,NA,88.3,0.3,-0.78
"1061","KC",1,1,NA,80.8,0.41,-1.34
"1062","SL",0,0,NA,85.3,-0.45,-0.12
"1063","SL",0,0,NA,83.2,0.59,0.89
"1064","FC",0,0,NA,90.7,0.06,0.49
"1065","SL",1,1,NA,85.1,1.14,0.43
"1066","SL",0,0,NA,81.7,0.65,0.22
"1067","SL",0,0,NA,90,-0.01,0.48
"1068","SL",0,1,0.86,90.8,0.21,0.58
"1069","FC",1,1,NA,87.8,0.03,0.83
"1070","SL",0,1,NA,93.1,0.43,0.6
"1071","CU",1,1,NA,73.8,0.85,-1.09
"1072","CU",0,0,NA,82.5,1.47,-1.16
"1073","SL",0,1,NA,86.1,0.69,-0.26
"1074","SL",1,1,NA,88.5,0.56,0.52
"1075","FC",0,0,NA,87.6,-0.04,0.32
"1076","FC",0,1,0.134,88.8,-0.36,1.21
"1077","FC",0,0,NA,92,0.11,0.74
"1078","SL",0,1,NA,89.1,0.26,1.03
"1079","SL",1,1,NA,84.7,0.37,0.07
"1080","CU",0,1,0.573,75.8,1.58,0.06
"1081","SL",0,0,NA,84.4,0.77,-0.21
"1082","SL",0,0,NA,88.5,0.36,0.44
"1083","FC",1,1,NA,86.4,0.19,0.4
"1084","FC",1,1,NA,91.9,0.46,0.87
"1085","SL",0,0,NA,85.8,0.16,0.09
